qtr,ticker,CFO,CFO_size,ACCRUAL,dMARGIN,intercept,pred_beats_mkt
2019_3,WEC,0.20809889485548816,0.20809889485548816,0.6975111366954854,0.8721821520756221,1,0.5090941240991165
2019_3,BDX,0.2231548851786009,0.2231548851786009,0.6982356710147056,0.872231482388431,1,0.5085348018227522
2019_3,TSN,0.21595220204167662,0.21595220204167662,0.7031970279835309,0.8702216376285445,1,0.508527453601092
2019_3,PEG,0.21424775030698462,0.21424775030698462,0.6993957665024767,0.871808770478502,1,0.50829933012112
2019_3,TGT,0.24364496087091989,0.24364496087091989,0.7007340752174298,0.8715772814068788,1,0.5080695726827811
2019_3,IR,0.20256217583344027,0.19802796767039937,0.6869422976462923,0.8684515941606444,1,0.5080163080324831
2019_3,HUM,0.24278357128457015,0.24278357128457015,0.7045432225426591,0.8701491667625636,1,0.5078645357484232
2019_3,EBAY,0.2165203526199073,0.2165203526199073,0.7037895288411397,0.870403086298182,1,0.5075350858175405
2019_3,GOOG,0.481480123893481,0.481480123893481,0.7069507774568051,0.8710044900609445,1,0.507473971061276
2019_3,GOOGL,0.481480123893481,0.481480123893481,0.7069507774568051,0.8710044900609445,1,0.507473971061276
2019_3,AMZN,0.3426681084251233,0.3426681084251233,0.7041653383503906,0.8711578693231242,1,0.5074539629319423
2019_3,DIS,0.23504939244543008,0.23504939244543008,0.7076012990318487,0.8692636855591462,1,0.5069541362711714
2019_3,AEP,0.22641900188772612,0.22641900188772612,0.6972766321229785,0.8734111075908325,1,0.5066616633285176
2019_3,AAPL,0.5629272583985485,0.5629272583985485,0.7084905934736436,0.8713086588483064,1,0.5066263193217057
2019_3,TSLA,0.21188351080402473,0.21188351080402473,0.7058290839114872,0.8700109082228537,1,0.5064586615670851
2019_3,WBA,0.24164727012810883,0.24164727012810883,0.7042295055410692,0.8708732071031474,1,0.5064005787920435
2019_3,EXC,0.24386489012700918,0.24386489012700918,0.7013109565950071,0.8722000713848473,1,0.506023113657353
2019_3,GILD,0.25115921045397066,0.25115921045397066,0.7023703822592464,0.8718356703273157,1,0.5060122185808994
2019_3,FCX,0.20213331378406615,0.19802796767039937,0.7091934226329741,0.8612806124143221,1,0.5059694243928226
2019_3,CMCSA,0.29316569836702533,0.29316569836702533,0.70514874510443,0.8711599160507514,1,0.5056893769950662
2019_3,LYV,0.19325548448582375,0.19802796767039937,0.7227348031270477,0.8722961422734675,1,0.5056298954040254
2019_3,CNC,0.19621355130766271,0.19802796767039937,0.7140088268095481,0.8703662869708453,1,0.5055672202659928
2019_3,TEL,0.2141194582409325,0.2141194582409325,0.7054537117895723,0.8706896281659796,1,0.5052185736015907
2019_3,MPC,0.24910653739713728,0.24910653739713728,0.7032388420313638,0.8718422282097128,1,0.5051344409871185
2019_3,MCD,0.23993732016201458,0.23993732016201458,0.701851386332326,0.8724376170994487,1,0.5048704254359374
2019_3,IQV,0.2040760222128549,0.2040760222128549,0.7061422480570687,0.8705268506646957,1,0.5047875073037605
2019_3,HLT,0.20777816469035795,0.20777816469035795,0.7020586195314164,0.8721740904749683,1,0.5047735285191922
2019_3,BMY,0.24487289921741842,0.24487289921741842,0.7055175308588292,0.8710928752784751,1,0.504697120552299
2019_3,ADI,0.20815472023165885,0.20815472023165885,0.7047242671528561,0.8711723217263688,1,0.5046520022045353
2019_3,F,0.2847534043216099,0.2847534043216099,0.7093674432102157,0.8699322136340882,1,0.5044856403975101
2019_3,ADSK,0.20204717482543116,0.20204717482543116,0.7027576022519835,0.872042723977268,1,0.5043284587613898
2019_3,WMT,0.33771970016311426,0.33771970016311426,0.7073321411956298,0.87125222764373,1,0.5041256553200285
2019_3,D,0.22361307112878692,0.22361307112878692,0.7061448996714522,0.8709609657714044,1,0.5040636658977012
2019_3,ROL,0.19989212469988824,0.19802796767039937,0.6958209824412496,0.8715088622262006,1,0.5039488120070601
2019_3,MRK,0.2754797206898448,0.2754797206898448,0.7050092053921971,0.8720048386311904,1,0.5034930603558275
2019_3,CL,0.2147792460092004,0.2147792460092004,0.7054968424694051,0.8714229414358129,1,0.5034217335101826
2019_3,GE,0.23345490533878271,0.23345490533878271,0.7035920460613356,0.872328346906131,1,0.5033665705873835
2019_3,J,0.19534990744643807,0.19802796767039937,0.7183091096374108,0.8711737419047224,1,0.5033268476219158
2019_3,NXPI,0.20750325312024634,0.20750325312024634,0.7050326795772145,0.8716063115232228,1,0.5033015883988811
2019_3,LYB,0.23241024137235858,0.23241024137235858,0.7055795557621899,0.8715909401810435,1,0.5032310184086088
2019_3,NVDA,0.2151824496453641,0.2151824496453641,0.7095492435709986,0.8699867651908438,1,0.5030251760686033
2019_3,EW,0.2060425563110533,0.2060425563110533,0.7077421698808625,0.8706417598014758,1,0.503018071579481
2019_3,BLL,0.20541392518739807,0.20541392518739807,0.7055473908397992,0.8715092381557649,1,0.5030100514602196
2019_3,MOS,0.2015083481480124,0.19802796767039937,0.7042887901526576,0.865600544346009,1,0.5029907225377935
2019_3,NWS,0.19852280849660028,0.19802796767039937,0.7076526197535351,0.869735936631642,1,0.5029727467781864
2019_3,NWSA,0.19852280849660028,0.19802796767039937,0.7076526197535351,0.869735936631642,1,0.5029727467781864
2019_3,ORCL,0.307992595715045,0.307992595715045,0.7075805065311891,0.8714499248245298,1,0.5029187436423755
2019_3,ZBH,0.21933361435404947,0.21933361435404947,0.7057839444035443,0.8715607405060556,1,0.5028916872551101
2019_3,TXN,0.23453622418122172,0.23453622418122172,0.7073820858104454,0.8710502281579181,1,0.5028505986329689
