date,PENN,KHC,FANG,CHTR,NCLH,CCL,RCL
2017-12-22,2771216000.0,95844000000.0,12499185000.0,94019600000.0,12310750952.58,47705650000.0,26040006000.0
2017-12-26,2793008000.0,95684750000.0,12659985000.0,94631200000.0,12242395866.78,47231110000.0,25850718000.0
2017-12-27,2836592000.0,95525500000.0,12380595000.0,92643500000.0,12303915444.0,48000440000.0,26072271000.0
2017-12-28,2852936000.0,95452000000.0,12614760000.0,93972340000.0,12215053832.46,47799120000.0,26001288000.0
2017-12-29,2844764000.0,95256000000.0,12688125000.0,93396880000.0,12133027729.5,47720030000.0,25657128000.0
2018-01-02,2791192000.0,94349500000.0,12851940000.0,97013660000.0,12522651718.56,47993250000.0,25893738000.0
2018-01-03,2753964000.0,94337250000.0,12981585000.0,98142340000.0,12616070335.82,48101100000.0,26582058000.0
2018-01-04,2752148000.0,95439750000.0,13078065000.0,97241620000.0,12458853638.48,48065150000.0,26341146000.0
2018-01-05,2795732000.0,95354000000.0,13062990000.0,97544640000.0,12502145192.82,47669700000.0,26076573000.0
2018-01-08,2795732000.0,96138000000.0,13164495000.0,99120900000.0,12454296632.76,47489950000.0,26046459000.0
2018-01-09,2815708000.0,96309500000.0,12812745000.0,98623280000.0,12518094712.84,48625970000.0,26489565000.0
2018-01-10,2814800000.0,95415250000.0,12792645000.0,97530740000.0,12668475901.6,48856050000.0,26470206000.0
2018-01-11,2925576000.0,94484250000.0,13054950000.0,98765060000.0,12796072061.76,49467200000.0,26975691000.0
2018-01-12,2915588000.0,94753750000.0,13079070000.0,98412000000.0,13181139045.1,50107110000.0,27431703000.0
2018-01-16,2922852000.0,96334000000.0,12866010000.0,98114540000.0,13076327913.54,49265880000.0,27263925000.0
2018-01-17,2973700000.0,98085750000.0,12807720000.0,99479520000.0,13504686451.22,49934550000.0,28008171000.0
2018-01-18,2929208000.0,97105750000.0,12786615000.0,101539500000.0,13411267833.96,49625380000.0,27816732000.0
2018-01-19,2987320000.0,97583500000.0,12820785000.0,101761900000.0,13541142496.98,49294640000.0,27741447000.0
2018-01-22,2997308000.0,98208250000.0,13287105000.0,102929500000.0,13527471479.82,49510340000.0,27683370000.0
2018-01-23,2951000000.0,98330750000.0,13297155000.0,102651500000.0,13290507182.38,49258690000.0,27365022000.0
2018-01-24,2950092000.0,97828500000.0,13101180000.0,104578040000.0,13618611594.22,51171230000.0,28502901000.0
2018-01-25,2997308000.0,97595750000.0,12748425000.0,104288920000.0,13582155548.46,50876440000.0,28378143000.0
2018-01-26,2963712000.0,97252750000.0,13074045000.0,104806000000.0,13882917925.98,51516350000.0,29034198000.0
2018-01-29,2929208000.0,96064500000.0,12969525000.0,104111000000.0,13800891823.02,51724860000.0,28989027000.0
2018-01-30,2906508000.0,96162500000.0,12690135000.0,104686460000.0,13661903148.56,51617010000.0,28668528000.0
2018-01-31,2897428000.0,96027750000.0,12612750000.0,104875500000.0,13839626371.64,51487590000.0,28726605000.0
2018-02-01,2927392000.0,96248250000.0,12727320000.0,103188040000.0,13805448828.74,51128090000.0,28674981000.0
2018-02-02,2821156000.0,94557750000.0,12307230000.0,107725000000.0,13443166874.0,50294050000.0,27889866000.0
2018-02-05,2720368000.0,90968500000.0,12087135000.0,103574460000.0,12976073787.7,48920760000.0,26967087000.0
2018-02-06,2783928000.0,91029750000.0,12250950000.0,102790500000.0,13260886645.2,49805130000.0,27459666000.0
2018-02-07,2674060000.0,90098750000.0,11909250000.0,101066900000.0,13156075513.64,49697280000.0,27644652000.0
2018-02-08,2461588000.0,87685500000.0,11188665000.0,96924700000.0,12761894518.86,48000440000.0,26338995000.0
2018-02-09,2502448000.0,87440500000.0,11106255000.0,97141540000.0,12807464576.06,48223330000.0,26773497000.0
2018-02-12,2526964000.0,87967250000.0,11659005000.0,99490640000.0,13089998930.7,49445630000.0,27805977000.0
2018-02-13,2528780000.0,87844750000.0,11560515000.0,98879040000.0,13101391445.0,49431250000.0,27754353000.0
2018-02-14,2694215000.0,88317760000.0,12111038000.0,86504540000.0,13494567536.64,50272480000.0,27776784000.0
2018-02-15,2668646000.0,89287880000.0,12339790000.0,87644470000.0,13604577598.08,50042400000.0,28027888000.0
2018-02-16,2657282000.0,86942400000.0,12214568000.0,88124060000.0,13547280691.08,49970500000.0,28021504000.0
2018-02-20,2694215000.0,84351320000.0,12109066000.0,86463570000.0,13510610670.6,49934550000.0,27995968000.0
2018-02-21,2572052000.0,82853160000.0,11928628000.0,86993770000.0,13457897516.16,50028020000.0,27781040000.0
2018-02-22,2478299000.0,83061920000.0,12158366000.0,85976750000.0,13130159208.12,49035800000.0,27578880000.0
2018-02-23,2525649000.0,84756560000.0,12613898000.0,87979460000.0,13269963661.2,49438440000.0,27706560000.0
2018-02-26,2573946000.0,85640720000.0,12593192000.0,86282820000.0,13281423042.6,49352160000.0,27749120000.0
2018-02-27,2495345000.0,83344360000.0,12440362000.0,84644020000.0,12896387827.56,48525310000.0,27421408000.0
2018-02-28,2519967000.0,82337400000.0,12289504000.0,82405130000.0,13040776033.2,48108290000.0,26940480000.0
2018-03-01,2510497000.0,82140920000.0,12464026000.0,81797810000.0,13010981641.56,47439620000.0,26380816000.0
2018-03-02,2457465000.0,82484760000.0,12727288000.0,80192750000.0,12935349724.32,46713430000.0,26095664000.0
2018-03-05,2419585000.0,82804040000.0,12842650000.0,83530600000.0,12738248364.24,46871610000.0,25825408000.0
2018-03-06,2495345000.0,83221560000.0,12531074000.0,81448360000.0,12834507168.0,47561850000.0,26344640000.0
2018-03-07,2535119000.0,82840880000.0,12450222000.0,81619470000.0,12719913354.0,47461190000.0,26287184000.0
2018-03-08,2501974000.0,82263720000.0,12344720000.0,82226790000.0,12708453972.6,47978870000.0,26553184000.0
2018-03-09,2580575000.0,82558440000.0,12713484000.0,83769190000.0,13098072940.2,48510930000.0,26944736000.0
2018-03-12,2584363000.0,83135600000.0,12562626000.0,86572020000.0,12967435992.24,48431840000.0,26655328000.0
2018-03-13,2552165000.0,82730360000.0,12536990000.0,84352410000.0,12983479126.2,48582830000.0,26802160000.0
2018-03-14,2564476000.0,81760240000.0,12404866000.0,82171360000.0,12823047786.6,48144240000.0,26734064000.0
2018-03-15,2516179000.0,80384880000.0,12285560000.0,81831550000.0,12683243333.52,47978870000.0,26525520000.0
2018-03-16,2524702000.0,80262080000.0,12375286000.0,82462970000.0,12862009683.36,48108290000.0,26546800000.0
2018-03-19,2500080000.0,78530600000.0,12091318000.0,80250590000.0,12701578343.76,48625970000.0,26476576000.0
2018-03-20,2524702000.0,77585040000.0,12378244000.0,78954010000.0,12770334632.16,48784150000.0,26570208000.0
2018-03-21,2508603000.0,76123720000.0,12835748000.0,78438270000.0,12415093808.76,48216140000.0,26253136000.0
2018-03-22,2472617000.0,74330840000.0,12599108000.0,77835770000.0,12080479871.88,47597800000.0,25574304000.0
2018-03-23,2447048000.0,73716840000.0,12616856000.0,75285990000.0,11780244079.2,46310790000.0,24906112000.0
2018-03-26,2518073000.0,75706200000.0,13136478000.0,75235380000.0,12018599212.32,47310200000.0,25518976000.0
2018-03-27,2483034000.0,74539600000.0,12737148000.0,74763020000.0,12117149892.36,47259870000.0,25174240000.0
2018-03-28,2448942000.0,75362360000.0,12292462000.0,73808660000.0,12027766717.44,46476160000.0,24797584000.0
2018-03-29,2486822000.0,76492120000.0,12474872000.0,75004020000.0,12140068655.16,47152020000.0,25055072000.0
2018-04-02,2379811000.0,73753680000.0,12054836000.0,73232670000.0,11910881027.16,46461780000.0,24740128000.0
2018-04-03,2418638000.0,73974720000.0,12171184000.0,73835170000.0,12007139830.92,46368310000.0,24610320000.0
2018-04-04,2463147000.0,75374640000.0,12086388000.0,75117290000.0,12156111789.12,46720620000.0,24865680000.0
2018-04-05,2509550000.0,75288680000.0,12266826000.0,76401820000.0,12465515086.92,47101690000.0,25072096000.0
2018-04-06,2488716000.0,74343120000.0,11498732000.0,74871470000.0,12195073685.88,46382690000.0,24435824000.0
2018-04-09,2492504000.0,74478200000.0,11170394000.0,76278910000.0,12153819912.84,46634340000.0,24499664000.0
2018-04-10,2493451000.0,75215000000.0,11573668000.0,74285840000.0,11917756656.0,45368900000.0,24029376000.0
2018-04-11,2481140000.0,75571120000.0,11490844000.0,73102530000.0,11993388573.24,45757160000.0,24080448000.0
2018-04-12,2558794000.0,74834320000.0,11471124000.0,73827940000.0,12224868077.52,45836250000.0,24414544000.0
2018-04-13,2519020000.0,74809760000.0,11703820000.0,73724310000.0,12014015459.76,45253860000.0,24203872000.0
2018-04-16,2534172000.0,75141320000.0,11737344000.0,75394440000.0,12247786840.32,45817200000.0,24623088000.0
2018-04-17,2537013000.0,75755320000.0,12058780000.0,74825680000.0,12348629396.64,45881550000.0,24889088000.0
2018-04-18,2603303000.0,74650120000.0,12532060000.0,76507860000.0,12703870220.04,46668050000.0,25174240000.0
2018-04-19,2591939000.0,73348440000.0,12707568000.0,76047550000.0,12596152034.88,46517900000.0,25106144000.0
2018-04-20,2604250000.0,71494160000.0,12660240000.0,74936540000.0,12754291498.2,47104200000.0,25342352000.0
2018-04-23,2605197000.0,70831040000.0,12644464000.0,74702770000.0,13006397889.0,47383050000.0,25474288000.0
2018-04-24,2530384000.0,69418840000.0,12396978000.0,72608480000.0,12859717807.08,46861100000.0,24955056000.0
2018-04-25,2486822000.0,69811800000.0,12398950000.0,72384350000.0,12921598466.64,47240050000.0,25214672000.0
2018-04-26,2807855000.0,70401240000.0,12509382000.0,71854150000.0,12616778921.4,45981650000.0,24031504000.0
2018-04-27,2837212000.0,70806480000.0,12408810000.0,63462530000.0,12548022633.0,46017400000.0,23795296000.0
2018-04-30,2870357000.0,69234640000.0,12665170000.0,65380890000.0,12254662469.16,45087900000.0,23022832000.0
2018-05-01,2895926000.0,68399600000.0,12630660000.0,67335400000.0,12344045644.08,45838650000.0,23314368000.0
2018-05-02,2894979000.0,66557600000.0,12711512000.0,66221980000.0,11924632284.84,44937750000.0,22810032000.0
2018-05-03,2888350000.0,67478600000.0,12473886000.0,65397760000.0,11711487790.8,45259500000.0,22629152000.0
2018-05-04,2904449000.0,71236280000.0,12551780000.0,66532870000.0,11805454718.28,45452550000.0,22846208000.0
2018-05-07,2923389000.0,72243240000.0,12841664000.0,67022100000.0,11530429564.68,44994950000.0,22356768000.0
2018-05-08,3008619000.0,72157280000.0,13283392000.0,65313410000.0,11608353358.2,45152250000.0,22146096000.0
2018-05-09,3001990000.0,71813440000.0,13460872000.0,65101330000.0,11725239048.48,45724250000.0,22380176000.0
2018-05-10,3032294000.0,72501120000.0,12797294000.0,65752030000.0,11780244079.2,45802900000.0,22827056000.0
2018-05-11,3053128000.0,72746720000.0,12208652000.0,65747210000.0,11793995336.88,45774300000.0,22782368000.0
2018-05-14,3196125000.0,72795840000.0,12250064000.0,65754440000.0,11784827831.76,46346300000.0,22797264000.0
2018-05-15,3217906000.0,72501120000.0,12673058000.0,65144710000.0,11851292243.88,46603700000.0,22688736000.0
2018-05-16,3259450000.0,72689540000.0,13054444000.0,64542210000.0,11905850565.0,46803900000.0,22947875000.0
2018-05-17,3367750000.0,71181560000.0,13462488000.0,63556290000.0,11903582783.94,46346300000.0,22811875000.0
2018-05-18,3310750000.0,69624540000.0,13296504000.0,64030290000.0,12012436274.82,46360600000.0,22729000000.0
2018-05-21,3342100000.0,69207700000.0,13511888000.0,63172350000.0,12091808611.92,46310550000.0,22784250000.0
2018-05-22,3323100000.0,69367080000.0,13064324000.0,63435420000.0,12060059677.08,46510750000.0,22845875000.0
2018-05-23,3302200000.0,69857480000.0,12808432000.0,64959330000.0,11985222902.1,46246200000.0,22595125000.0
2018-05-24,3305050000.0,69955560000.0,12349012000.0,63617910000.0,12171180949.02,45867250000.0,22673750000.0
2018-05-25,3271800000.0,70826020000.0,11890580000.0,64037400000.0,12275498877.78,45938750000.0,23332500000.0
2018-05-29,3254700000.0,70372400000.0,11954800000.0,63127320000.0,11976151777.86,44723250000.0,22478250000.0
2018-05-30,3263250000.0,72137840000.0,12132640000.0,63264780000.0,11967080653.62,44959200000.0,22535625000.0
2018-05-31,3237600000.0,70470480000.0,11931088000.0,61866480000.0,11869566068.04,44530200000.0,22308250000.0
2018-06-01,3213850000.0,70678900000.0,11411400000.0,62063190000.0,12060059677.08,45166550000.0,22595125000.0
2018-06-04,3203400000.0,71622920000.0,11035960000.0,63511260000.0,12026042961.18,45288100000.0,22633375000.0
2018-06-05,3143550000.0,71009920000.0,11021140000.0,63030150000.0,11520327784.8,43321850000.0,21706875000.0
2018-06-06,3211950000.0,71009920000.0,11087336000.0,65196330000.0,11690411364.3,43936750000.0,22180750000.0
2018-06-07,3204350000.0,70703420000.0,11275056000.0,65931030000.0,11781122606.7,43850950000.0,22185000000.0
2018-06-08,3078000000.0,71684220000.0,11259248000.0,65710620000.0,11735766985.5,43572100000.0,21989500000.0
2018-06-11,3068500000.0,73412880000.0,11246404000.0,67085220000.0,11853691600.62,43715100000.0,22032000000.0
2018-06-12,3084650000.0,73707120000.0,11745344000.0,68962260000.0,11958009529.38,44451550000.0,22461250000.0
2018-06-13,3022900000.0,73682600000.0,11692980000.0,67549740000.0,12119021984.64,45638450000.0,22945750000.0
2018-06-14,3070400000.0,74381420000.0,11455860000.0,70059570000.0,12348067871.7,45903000000.0,24118750000.0
2018-06-15,3141650000.0,75533860000.0,11419304000.0,70436400000.0,12461456924.7,46603700000.0,24333375000.0
2018-06-18,3158750000.0,74626620000.0,12110904000.0,69974250000.0,12370745682.3,46081750000.0,24356750000.0
2018-06-19,3173950000.0,76183640000.0,12604904000.0,69438630000.0,12157574262.66,45381050000.0,23863750000.0
2018-06-20,3215750000.0,77287040000.0,12800528000.0,68810580000.0,12016971836.94,45045000000.0,23704375000.0
2018-06-21,3292700000.0,76710820000.0,12224524000.0,69170820000.0,11769783701.4,44616000000.0,23421750000.0
2018-06-22,3287950000.0,77495460000.0,12405328000.0,70934100000.0,11783390387.76,45423950000.0,23704375000.0
2018-06-25,3201500000.0,77630320000.0,12014080000.0,70040610000.0,11059968229.62,41856100000.0,22395375000.0
2018-06-26,3237600000.0,77495460000.0,12502152000.0,70934100000.0,11220980684.88,42728400000.0,22588750000.0
2018-06-27,3182500000.0,76857940000.0,12856844000.0,70161480000.0,10908026898.6,41520050000.0,22263625000.0
2018-06-28,3182500000.0,76808900000.0,12926992000.0,69926850000.0,10805976750.9,40869400000.0,22161625000.0
2018-06-29,3191050000.0,77017320000.0,12999116000.0,69490770000.0,10715265508.5,40976650000.0,22015000000.0
2018-07-02,3119800000.0,76122340000.0,12774840000.0,69656670000.0,10672177668.36,40862250000.0,22091500000.0
2018-07-03,3205300000.0,76796640000.0,12848940000.0,70983870000.0,10579198644.9,40583400000.0,21981000000.0
2018-07-05,3207200000.0,78402700000.0,13041600000.0,70194660000.0,10572395301.72,40676350000.0,22074500000.0
2018-07-06,3316450000.0,78991180000.0,13335036000.0,72149910000.0,10669909887.3,41148250000.0,22257250000.0
2018-07-09,3328800000.0,78427220000.0,13502996000.0,73048140000.0,10833190123.62,41427100000.0,22981875000.0
2018-07-10,3363950000.0,78464000000.0,13235248000.0,72453270000.0,10794637845.6,42056300000.0,23190125000.0
2018-07-11,3415250000.0,78145240000.0,12919088000.0,71424690000.0,10796905626.66,41462850000.0,23213500000.0
2018-07-12,3462750000.0,78022640000.0,12871664000.0,72289740000.0,10876277963.76,41756000000.0,23149750000.0
2018-07-13,3476050000.0,78280100000.0,12976392000.0,72247080000.0,10676713230.48,41505750000.0,22922375000.0
2018-07-16,3415250000.0,76796640000.0,12843012000.0,72093030000.0,10701658822.14,41288800000.0,23179500000.0
2018-07-17,3393400000.0,77299300000.0,12908220000.0,71581110000.0,10787834502.42,41423130000.0,23236875000.0
2018-07-18,3392450000.0,75509340000.0,12902292000.0,71005200000.0,11370654234.84,42087710000.0,23974250000.0
2018-07-19,3363950000.0,75202840000.0,13050492000.0,69000180000.0,11304888584.1,41614020000.0,23689500000.0
2018-07-20,3376300000.0,74405940000.0,12957620000.0,68455080000.0,11234587371.24,41104980000.0,23494000000.0
2018-07-23,3330700000.0,73927800000.0,12959596000.0,68213340000.0,11304888584.1,41112050000.0,23321875000.0
2018-07-24,3270850000.0,73155420000.0,13184860000.0,66909840000.0,11304888584.1,40829250000.0,23200750000.0
2018-07-25,3245200000.0,73363840000.0,13306384000.0,65092050000.0,11375189796.96,40843390000.0,23538625000.0
2018-07-26,3087500000.0,74148480000.0,13293540000.0,67997670000.0,11350244205.3,40772690000.0,23706500000.0
2018-07-27,2967800000.0,73878760000.0,13075192000.0,67850730000.0,11284478554.56,41161540000.0,23751125000.0
2018-07-30,2987750000.0,73903280000.0,13210548000.0,69654300000.0,11284478554.56,41522110000.0,23593875000.0
2018-07-31,3044750000.0,73866500000.0,13036660000.0,72185460000.0,11345708643.18,41882680000.0,23961500000.0
2018-08-01,2987750000.0,72677280000.0,13128544000.0,71438910000.0,11162018377.32,41444340000.0,23372875000.0
2018-08-02,3005800000.0,72824400000.0,13287612000.0,69725400000.0,11266336306.08,41606950000.0,24299375000.0
2018-08-03,3067550000.0,79052480000.0,12923040000.0,71967420000.0,11295817459.86,41748350000.0,23889250000.0
2018-08-06,2987750000.0,76379800000.0,13201656000.0,71100000000.0,11282210773.5,41295870000.0,23734125000.0
2018-08-07,2968750000.0,75178320000.0,13312312000.0,70396110000.0,11250461838.66,41493830000.0,23842500000.0
2018-08-08,2961150000.0,73903280000.0,13218452000.0,70673400000.0,11096252726.58,41430200000.0,23606625000.0
2018-08-09,2957350000.0,73560000000.0,12957620000.0,72325290000.0,11554344500.7,41953380000.0,24263250000.0
2018-08-10,2989650000.0,73130900000.0,13318240000.0,71680650000.0,11477239944.66,42137200000.0,24148500000.0
2018-08-13,2940250000.0,72677280000.0,13028756000.0,71588220000.0,11601967902.96,41705930000.0,24144250000.0
2018-08-14,2940250000.0,72971520000.0,13214500000.0,72962820000.0,11796997074.12,41939240000.0,24732875000.0
2018-08-15,2959065000.0,72444340000.0,11630878600.0,69205500000.0,11576459897.8,41854400000.0,24027253000.0
2018-08-16,3066754000.0,73596780000.0,11903616280.0,70668000000.0,11558639678.6,42299810000.0,24241351000.0
2018-08-17,3149665000.0,74810520000.0,11875947240.0,70115760000.0,11692291322.6,42830060000.0,24289628000.0
2018-08-20,3223046000.0,74344640000.0,11955989820.0,69030000000.0,11823715439.2,42950250000.0,24520518000.0
2018-08-21,3281179000.0,73363840000.0,12114098620.0,71388720000.0,11886086206.4,43445150000.0,24873150000.0
2018-08-22,3302145000.0,73008300000.0,12276160140.0,70265520000.0,11714566596.6,43742090000.0,24837467000.0
2018-08-23,3320252000.0,72088800000.0,12016268800.0,68653260000.0,11667788521.2,43127000000.0,24774497000.0
2018-08-24,3292615000.0,72370780000.0,12031091500.0,70356780000.0,11821487911.8,43289610000.0,25127129000.0
2018-08-27,3268790000.0,73032820000.0,12127933140.0,71215560000.0,11901678898.2,43621900000.0,25183802000.0
2018-08-28,3288803000.0,72076540000.0,11968836160.0,71377020000.0,11941774391.4,43650180000.0,25219485000.0
2018-08-29,3332641000.0,72701800000.0,12046902380.0,72341100000.0,12084336145.0,44053170000.0,26017105000.0
2018-08-30,3302145000.0,71377720000.0,12008363360.0,72320040000.0,11877176096.8,43537060000.0,25798809000.0
2018-08-31,3284038000.0,71439020000.0,11964883440.0,72633600000.0,11941774391.4,43473430000.0,25729542000.0
2018-09-04,3214469000.0,69465160000.0,11889781760.0,73239660000.0,11810350274.8,43268400000.0,25429385000.0
2018-09-05,3159195000.0,69882000000.0,11607162280.0,71793540000.0,11801440165.2,43091650000.0,25364316000.0
2018-09-06,2989561000.0,69636800000.0,11313672820.0,71414460000.0,11850445768.0,43650180000.0,26035996000.0
2018-09-07,3059130000.0,69379340000.0,11131847700.0,71414460000.0,11888313733.8,43876420000.0,26103164000.0
2018-09-10,3081049000.0,70176240000.0,11078485980.0,72603180000.0,11899451370.8,43826930000.0,26010808000.0
2018-09-11,3105827000.0,70813760000.0,11502415200.0,73204560000.0,11841535658.4,43735020000.0,25716948000.0
2018-09-12,3118216000.0,72481120000.0,11908557180.0,73125000000.0,11921726644.8,44208710000.0,25964630000.0
2018-09-13,3045788000.0,72934740000.0,11740566580.0,74695140000.0,12026420432.6,44328900000.0,26418014000.0
2018-09-14,3086767000.0,72297220000.0,12029115140.0,74442420000.0,12356094487.8,45212650000.0,27137971000.0
2018-09-17,3105827000.0,71537100000.0,12123980420.0,74755980000.0,12436285474.2,45827740000.0,27022526000.0
2018-09-18,3144900000.0,70004600000.0,12327545500.0,76936860000.0,12679085960.8,46428690000.0,27496900000.0
2018-09-19,3068660000.0,69747140000.0,12706018440.0,77170860000.0,12708043817.0,46810470000.0,27547276000.0
2018-09-20,3102968000.0,70580820000.0,12522216960.0,77217660000.0,12799372440.4,47326580000.0,27736186000.0
2018-09-21,3089626000.0,70029120000.0,12703053900.0,77826060000.0,12892928591.2,47489190000.0,27595553000.0
2018-09-24,3030540000.0,69293520000.0,13128959480.0,76527360000.0,12683541015.6,47234670000.0,27291198000.0
2018-09-25,3082002000.0,68239160000.0,13292009180.0,75668580000.0,12567709590.8,47086200000.0,27165258000.0
2018-09-26,3073425000.0,67638420000.0,12977767940.0,75270780000.0,12737001673.2,47354860000.0,27140070000.0
2018-09-27,3135370000.0,67479040000.0,13247541080.0,76066380000.0,12672403378.6,45064180000.0,27144268000.0
2018-09-28,3137276000.0,67564860000.0,13359205420.0,76255920000.0,12792689858.2,45085390000.0,27274406000.0
2018-10-01,3121075000.0,68092040000.0,13518302400.0,75252060000.0,12643445522.4,44929850000.0,27211436000.0
2018-10-02,3201127000.0,68570180000.0,13543006900.0,76492260000.0,12581074755.2,44625840000.0,26951160000.0
2018-10-03,3232576000.0,68165600000.0,13826614560.0,76117860000.0,12509793878.4,44272340000.0,26881893000.0
2018-10-04,3128699000.0,68067520000.0,13365134500.0,75975120000.0,12262538337.0,43614830000.0,26344549000.0
2018-10-05,2862812000.0,68521140000.0,13473834300.0,73953360000.0,12082108617.6,42830060000.0,25958333000.0
2018-10-08,2712238000.0,69955560000.0,13130935840.0,74936160000.0,12091018727.2,43190630000.0,26124154000.0
2018-10-09,2742734000.0,68741820000.0,13353276340.0,75497760000.0,12021965377.8,42787640000.0,25836591000.0
2018-10-10,2775136000.0,68337240000.0,12775191040.0,72570420000.0,11607645281.4,41755420000.0,24923526000.0
2018-10-11,2722721000.0,65983320000.0,12315687340.0,70649280000.0,11275743698.8,40899950000.0,24526815000.0
2018-10-12,2851376000.0,66498240000.0,12462926160.0,72245160000.0,11293563918.0,41175680000.0,24988595000.0
2018-10-15,2717003000.0,66780220000.0,12641786740.0,73450260000.0,11295791445.4,40808040000.0,24722022000.0
2018-10-16,2775136000.0,67969440000.0,12927370760.0,75123360000.0,11560867206.0,41363000000.0,25525939000.0
2018-10-17,2839940000.0,69146400000.0,12797919180.0,74840220000.0,11453945890.8,41300000000.0,25311841000.0
2018-10-18,2840893000.0,68092040000.0,12545933280.0,74435400000.0,11113134198.6,40278000000.0,24480637000.0
2018-10-19,2682695000.0,70568560000.0,12559767800.0,75193560000.0,10914884260.0,40061000000.0,24176282000.0
2018-10-22,2564523000.0,68913460000.0,12308770080.0,74788740000.0,10738909595.4,39536000000.0,24056639000.0
2018-10-23,2395842000.0,69391600000.0,11770211980.0,74386260000.0,10712179266.6,40061000000.0,24107015000.0
2018-10-24,2262422000.0,68386280000.0,11156552200.0,71615700000.0,10041693519.2,38325000000.0,22453003000.0
2018-10-25,2345333000.0,68631480000.0,11288968320.0,73665540000.0,10119656978.2,39095000000.0,22656606000.0
2018-10-26,2232879000.0,67000900000.0,11241535680.0,69032340000.0,9774390231.2,37989000000.0,21634393000.0
2018-10-29,2132814000.0,68067520000.0,10689143060.0,70398900000.0,9429123484.2,37849000000.0,20889248000.0
2018-10-30,2222396000.0,68472100000.0,10858121840.0,73995480000.0,9444716176.0,37898000000.0,21369919000.0
2018-10-31,2313884000.0,67393220000.0,11103190480.0,74966580000.0,9816713251.8,39228000000.0,21982827000.0
2018-11-01,2275764000.0,68901200000.0,11408538100.0,75951720000.0,10335727136.0,40425000000.0,22763655000.0
2018-11-02,2210960000.0,62194980000.0,11296873760.0,74381580000.0,10202075492.0,39949000000.0,22207420000.0
2018-11-05,2112801000.0,64230140000.0,11461899820.0,75663900000.0,10266673786.6,39802000000.0,22211618000.0
2018-11-06,2118519000.0,65541960000.0,11202996660.0,75036780000.0,10373595101.8,40075000000.0,22274588000.0
2018-11-07,2134720000.0,65652300000.0,11450041660.0,76836240000.0,10692131520.0,41069000000.0,22885397000.0
2018-11-08,2067057000.0,65358060000.0,10934211700.0,75968100000.0,10975027499.8,40684000000.0,22604131000.0
2018-11-09,1993676000.0,66191740000.0,11250429300.0,75139740000.0,10859196075.0,40978000000.0,22494983000.0
2018-11-12,1911718000.0,65799420000.0,10892708140.0,75663900000.0,10819100581.8,40439000000.0,21970233000.0
2018-11-13,1883128000.0,65443880000.0,10657521300.0,75947040000.0,11024033102.6,41230000000.0,22299776000.0
2018-11-14,2031796000.0,64168160000.0,10742504780.0,75067200000.0,11073038705.4,41468000000.0,22356449000.0
2018-11-15,2432034220.0,63375810000.0,13834253440.0,73272416522.4,11167903754.8,41895000000.0,23103228420.0
2018-11-16,2435448400.0,63485520000.0,14089393360.0,75586911970.2,11165689658.1,41972000000.0,23130567030.0
2018-11-19,2389926000.0,63253910000.0,14027765360.0,74450370468.0,10908854440.9,41335000000.0,22505984940.0
2018-11-20,2335299120.0,62095860000.0,13401624880.0,70173385341.3,10957564568.3,41916000000.0,22556456220.0
2018-11-21,2395616300.0,62364040000.0,13463252880.0,70295321980.2,11103694950.5,42028000000.0,22579588890.0
2018-11-23,2360336440.0,62217760000.0,12927089280.0,71190290895.9,11234326655.8,42525000000.0,23191553160.0
2018-11-26,2478694680.0,62254330000.0,13473113360.0,72064553589.9,11415882585.2,42980000000.0,23439703620.0
2018-11-27,2506008120.0,63144200000.0,13538439040.0,73079158453.2,11283036783.2,42385000000.0,23288289780.0
2018-11-28,2581120080.0,62388420000.0,13533508800.0,75619121648.4,11422524875.3,43358000000.0,23666824380.0
2018-11-29,2546978280.0,62400610000.0,13804672000.0,75998735712.9,11415882585.2,42511000000.0,23475454110.0
2018-11-30,2516250660.0,62315280000.0,13604997280.0,75738757596.0,11362744264.4,42203000000.0,23778281790.0
2018-12-03,2590224560.0,62680980000.0,13825625520.0,75163584771.0,11411454391.8,42756000000.0,24026432250.0
2018-12-04,2519664840.0,60925620000.0,12951740480.0,74045448799.2,10798149605.9,40810000000.0,22949711610.0
2018-12-06,2605019340.0,60364880000.0,12549925920.0,75181990301.4,10928781311.2,41230000000.0,23183141280.0
2018-12-07,2569739480.0,59377490000.0,12658391200.0,72632824341.0,10536886195.3,39711000000.0,22064361240.0
2018-12-10,2592500680.0,58841130000.0,12403251280.0,72619020193.2,10567883549.1,39445000000.0,22051743420.0
2018-12-11,2503732000.0,58975220000.0,12330530240.0,71905805890.2,10457178714.1,39249000000.0,21875093940.0
2018-12-12,2615261880.0,58828940000.0,12139483440.0,72881299001.4,10554598968.9,39564000000.0,22207363200.0
2018-12-13,2570877540.0,59084930000.0,11872017920.0,71661932612.4,10466035100.9,39613000000.0,22095905790.0
2018-12-14,2560635000.0,57853740000.0,11427063760.0,71187990204.6,10543528485.4,39431000000.0,22520705730.0
2018-12-17,2478694680.0,57073580000.0,10913086240.0,71155780526.4,10437251843.8,39438000000.0,22365085950.0
2018-12-18,2434310340.0,56256850000.0,10837900080.0,70385048940.9,10355330265.9,39347000000.0,22182127560.0
2018-12-19,2248806560.0,54964710000.0,11166993600.0,68468573088.0,10001074793.9,38507000000.0,21439779150.0
